Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200407,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3.0,3.4,,,3948,"(38.8098126296, -77.1416736408)",HLTHOUT,KIDNEY,5101000,51510200407,Chronic Kidney Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.0,21.9,24.4,,,4693,"(38.8260174112, -77.0753544286)",HLTHOUT,ARTHRITIS,5101000,51510200900,Arthritis
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200107,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,42.6,39.1,46.2,,,5766,"(38.8367424173, -77.1054408824)",PREVENT,COREW,5101000,51510200107,Core preventive services for older women
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200701,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,43.7,37.2,49.7,,,653,"(38.804204347, -77.0824776641)",PREVENT,COREW,5101000,51510200701,Core preventive services for older women
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200701,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.4,72.1,80.5,,,653,"(38.804204347, -77.0824776641)",PREVENT,DENTAL,5101000,51510200701,Dental Visit
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201400,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.2,26.9,29.8,,,4199,"(38.8219433941, -77.0616812554)",UNHBEH,SLEEP,5101000,51510201400,Sleep <7 hours
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200405,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,62.9,61.8,64.0,,,6744,"(38.8077581153, -77.131138421)",PREVENT,BPMED,5101000,51510200405,Taking BP Medication
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200701,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,21.7,24.9,,,653,"(38.804204347, -77.0824776641)",UNHBEH,OBESITY,5101000,51510200701,Obesity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200301,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.2,10.9,15.7,,,3103,"(38.8261060603, -77.1164492983)",PREVENT,ACCESS2,5101000,51510200301,Health Insurance
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200801,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,9.0,12.8,,,2553,"(38.8165993378, -77.0808788508)",UNHBEH,CSMOKING,5101000,51510200801,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200802,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,19.6,24.5,,,2909,"(38.8087487417, -77.0763890219)",UNHBEH,LPA,5101000,51510200802,Physical Inactivity
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200802,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,71.4,67.5,74.5,,,2909,"(38.8087487417, -77.0763890219)",PREVENT,COLON_SCREEN,5101000,51510200802,Colorectal Cancer Screening
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201802,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.4,79.0,85.1,,,1992,"(38.8079968936, -77.042893431)",PREVENT,MAMMOUSE,5101000,51510201802,Mammography
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201801,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,30.9,30.1,31.7,,,5606,"(38.8246145717, -77.0448145724)",HLTHOUT,HIGHCHOL,5101000,51510201801,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200802,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.7,5.1,,,2909,"(38.8087487417, -77.0763890219)",HLTHOUT,CANCER,5101000,51510200802,Cancer (except skin)
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200104,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.3,5.6,,,3963,"(38.8284531703, -77.1224721932)",HLTHOUT,COPD,5101000,51510200104,COPD
2017,VA,Virginia,Alexandria,City,BRFSS,Prevention,5101000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,69.6,69.3,69.8,,,139966,"(38.8187351557, -77.0867762661)",PREVENT,BPMED,5101000,,Taking BP Medication
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200301,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.1,67.5,74.4,,,3103,"(38.8261060603, -77.1164492983)",PREVENT,DENTAL,5101000,51510200301,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200407,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,83.5,82.3,84.5,,,3948,"(38.8098126296, -77.1416736408)",PREVENT,CHOLSCREEN,5101000,51510200407,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200403,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.1,1.0,1.2,,,1364,"(38.8027737147, -77.1237845659)",HLTHOUT,STROKE,5101000,51510200403,Stroke
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.7,7.8,,,3571,"(38.8272323814, -77.0986800903)",HLTHOUT,PHLTH,5101000,51510200201,Physical Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201400,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,82.8,81.0,84.2,,,4199,"(38.8219433941, -77.0616812554)",PREVENT,CHOLSCREEN,5101000,51510201400,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.1,5.8,9.2,,,3105,"(38.8235664971, -77.0544032467)",PREVENT,ACCESS2,5101000,51510201300,Health Insurance
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201801,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,7.9,8.8,,,5606,"(38.8246145717, -77.0448145724)",HLTHOUT,CASTHMA,5101000,51510201801,Current Asthma
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200202,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.5,29.3,31.9,,,1572,"(38.8170867485, -77.097500358)",HLTHOUT,BPHIGH,5101000,51510200202,High Blood Pressure
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201204,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.0,18.1,20.0,,,2844,"(38.8341143836, -77.0559966466)",HLTHOUT,ARTHRITIS,5101000,51510201204,Arthritis
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200104,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,24.5,23.8,25.2,,,3963,"(38.8284531703, -77.1224721932)",HLTHOUT,HIGHCHOL,5101000,51510200104,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201400,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,2.8,4.3,,,4199,"(38.8219433941, -77.0616812554)",HLTHOUT,COPD,5101000,51510201400,COPD
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200303,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.0,16.5,17.5,,,4720,"(38.815429607, -77.1260881863)",UNHBEH,BINGE,5101000,51510200303,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200900,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32.8,31.9,33.7,,,4693,"(38.8260174112, -77.0753544286)",HLTHOUT,HIGHCHOL,5101000,51510200900,High Cholesterol
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200202,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,78.6,76.0,80.5,,,1572,"(38.8170867485, -77.097500358)",PREVENT,COLON_SCREEN,5101000,51510200202,Colorectal Cancer Screening
2017,VA,Virginia,Alexandria,City,BRFSS,Health Outcomes,5101000,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.5,2.5,2.6,,,139966,"(38.8187351557, -77.0867762661)",HLTHOUT,KIDNEY,5101000,,Chronic Kidney Disease
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201202,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,47.7,41.6,53.4,,,3049,"(38.8327237242, -77.0634792242)",PREVENT,COREM,5101000,51510201202,Core preventive services for older men
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200702,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.0,27.7,30.5,,,3910,"(38.8012387817, -77.0668298261)",UNHBEH,SLEEP,5101000,51510200702,Sleep <7 hours
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200102,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,3.9,4.1,,,4429,"(38.8333876639, -77.1264548416)",HLTHOUT,CANCER,5101000,51510200102,Cancer (except skin)
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201100,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,3.8,5.6,,,2871,"(38.8364282407, -77.0724624991)",HLTHOUT,COPD,5101000,51510201100,COPD
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201202,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.1,8.4,12.4,,,3049,"(38.8327237242, -77.0634792242)",UNHBEH,CSMOKING,5101000,51510201202,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200405,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,67.7,66.9,68.4,,,6744,"(38.8077581153, -77.131138421)",PREVENT,CHECKUP,5101000,51510200405,Annual Checkup
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200801,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.6,27.7,29.7,,,2553,"(38.8165993378, -77.0808788508)",HLTHOUT,BPHIGH,5101000,51510200801,High Blood Pressure
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201100,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,73.3,72.2,74.3,,,2871,"(38.8364282407, -77.0724624991)",PREVENT,BPMED,5101000,51510201100,Taking BP Medication
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200405,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,14.2,15.5,,,6744,"(38.8077581153, -77.131138421)",HLTHOUT,ARTHRITIS,5101000,51510200405,Arthritis
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200701,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,63.7,62.3,65.0,,,653,"(38.804204347, -77.0824776641)",PREVENT,CHECKUP,5101000,51510200701,Annual Checkup
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200600,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,39.3,33.4,45.0,,,4490,"(38.8076623401, -77.100919619)",PREVENT,COREM,5101000,51510200600,Core preventive services for older men
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200107,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.6,77.4,79.6,,,5766,"(38.8367424173, -77.1054408824)",PREVENT,CHOLSCREEN,5101000,51510200107,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200105,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.5,18.4,20.5,,,3777,"(38.8327439856, -77.1133333271)",HLTHOUT,ARTHRITIS,5101000,51510200105,Arthritis
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201204,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.4,4.8,,,2844,"(38.8341143836, -77.0559966466)",HLTHOUT,CANCER,5101000,51510201204,Cancer (except skin)
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200303,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85.6,83.8,87.3,,,4720,"(38.815429607, -77.1260881863)",PREVENT,PAPTEST,5101000,51510200303,Pap Smear Test
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200702,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.1,3.4,8.3,,,3910,"(38.8012387817, -77.0668298261)",HLTHOUT,TEETHLOST,5101000,51510200702,Teeth Loss
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200600,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,5.5,5.9,,,4490,"(38.8076623401, -77.100919619)",HLTHOUT,CANCER,5101000,51510200600,Cancer (except skin)
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200802,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,23.4,25.4,,,2909,"(38.8087487417, -77.0763890219)",HLTHOUT,BPHIGH,5101000,51510200802,High Blood Pressure
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200107,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.7,23.7,,,5766,"(38.8367424173, -77.1054408824)",UNHBEH,BINGE,5101000,51510200107,Binge Drinking
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200302,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.1,6.9,16.2,,,4222,"(38.8200589328, -77.1168077443)",HLTHOUT,TEETHLOST,5101000,51510200302,Teeth Loss
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201100,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,1.8,2.3,,,2871,"(38.8364282407, -77.0724624991)",HLTHOUT,STROKE,5101000,51510201100,Stroke
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200703,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.0,8.6,9.5,,,2769,"(38.7975701151, -77.0542738995)",HLTHOUT,CASTHMA,5101000,51510200703,Current Asthma
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510202002,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.7,8.4,,,2292,"(38.7922359356, -77.0443858106)",HLTHOUT,CASTHMA,5101000,51510202002,Current Asthma
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200106,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.9,5.9,26.0,,,3176,"(38.8382384687, -77.1138005033)",HLTHOUT,TEETHLOST,5101000,51510200106,Teeth Loss
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200302,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,8.7,9.6,,,4222,"(38.8200589328, -77.1168077443)",HLTHOUT,CASTHMA,5101000,51510200302,Current Asthma
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200405,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.4,2.8,,,6744,"(38.8077581153, -77.131138421)",HLTHOUT,CHD,5101000,51510200405,Coronary Heart Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510202002,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,19.0,20.4,,,2292,"(38.7922359356, -77.0443858106)",UNHBEH,BINGE,5101000,51510202002,Binge Drinking
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200104,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.4,35.9,38.8,,,3963,"(38.8284531703, -77.1224721932)",UNHBEH,SLEEP,5101000,51510200104,Sleep <7 hours
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510202001,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,49.1,42.8,54.1,,,2167,"(38.8003540961, -77.0440466152)",PREVENT,COREW,5101000,51510202001,Core preventive services for older women
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200102,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,8.3,9.4,,,4429,"(38.8333876639, -77.1264548416)",HLTHOUT,DIABETES,5101000,51510200102,Diabetes
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200403,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,84.4,82.0,86.3,,,1364,"(38.8027737147, -77.1237845659)",PREVENT,MAMMOUSE,5101000,51510200403,Mammography
2017,VA,Virginia,Alexandria,City,BRFSS,Unhealthy Behaviors,5101000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.2,18.1,18.3,,,139966,"(38.8187351557, -77.0867762661)",UNHBEH,BINGE,5101000,,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201300,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,26.7,26.0,27.5,,,3105,"(38.8235664971, -77.0544032467)",HLTHOUT,HIGHCHOL,5101000,51510201300,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201600,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6.1,6.9,,,4893,"(38.8114728602, -77.0516935335)",HLTHOUT,DIABETES,5101000,51510201600,Diabetes
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200302,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,38.7,33.0,43.9,,,4222,"(38.8200589328, -77.1168077443)",PREVENT,COREW,5101000,51510200302,Core preventive services for older women
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.9,25.6,28.2,,,3103,"(38.8261060603, -77.1164492983)",UNHBEH,OBESITY,5101000,51510200301,Obesity
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200406,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,38.0,34.2,41.9,,,4482,"(38.81168995, -77.1360237582)",PREVENT,COREW,5101000,51510200406,Core preventive services for older women
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200404,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.8,5.8,8.3,,,3468,"(38.8080757531, -77.1194059499)",PREVENT,ACCESS2,5101000,51510200404,Health Insurance
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200802,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.4,4.1,,,2909,"(38.8087487417, -77.0763890219)",HLTHOUT,CHD,5101000,51510200802,Coronary Heart Disease
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201202,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.9,27.7,30.4,,,3049,"(38.8327237242, -77.0634792242)",UNHBEH,SLEEP,5101000,51510201202,Sleep <7 hours
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200407,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.4,14.9,15.9,,,3948,"(38.8098126296, -77.1416736408)",UNHBEH,BINGE,5101000,51510200407,Binge Drinking
2017,VA,Virginia,Alexandria,City,BRFSS,Health Outcomes,5101000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,8.9,9.3,,,139966,"(38.8187351557, -77.0867762661)",HLTHOUT,PHLTH,5101000,,Physical Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200201,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.8,3.1,,,3571,"(38.8272323814, -77.0986800903)",HLTHOUT,CHD,5101000,51510200201,Coronary Heart Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201802,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.1,31.9,,,1992,"(38.8079968936, -77.042893431)",HLTHOUT,BPHIGH,5101000,51510201802,High Blood Pressure
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201400,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,21.0,22.6,,,4199,"(38.8219433941, -77.0616812554)",UNHBEH,BINGE,5101000,51510201400,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201203,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,10.9,14.0,,,7165,"(38.8407594949, -77.0631627995)",HLTHOUT,PHLTH,5101000,51510201203,Physical Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200500,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,13.2,16.5,,,4272,"(38.8154436244, -77.1078473007)",HLTHOUT,MHLTH,5101000,51510200500,Mental Health
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201203,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.3,78.6,83.8,,,7165,"(38.8407594949, -77.0631627995)",PREVENT,MAMMOUSE,5101000,51510201203,Mammography
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200201,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,68.6,67.9,69.2,,,3571,"(38.8272323814, -77.0986800903)",PREVENT,CHECKUP,5101000,51510200201,Annual Checkup
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200701,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.2,13.4,17.7,,,653,"(38.804204347, -77.0824776641)",UNHBEH,LPA,5101000,51510200701,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200900,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.7,70.8,72.5,,,4693,"(38.8260174112, -77.0753544286)",PREVENT,CHECKUP,5101000,51510200900,Annual Checkup
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200104,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,59.1,55.5,62.7,,,3963,"(38.8284531703, -77.1224721932)",PREVENT,COLON_SCREEN,5101000,51510200104,Colorectal Cancer Screening
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201900,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.6,78.9,83.6,,,1679,"(38.8050559014, -77.0508049902)",PREVENT,DENTAL,5101000,51510201900,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200202,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.5,15.0,18.5,,,1572,"(38.8170867485, -77.097500358)",UNHBEH,LPA,5101000,51510200202,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510202002,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,85.5,84.4,86.5,,,2292,"(38.7922359356, -77.0443858106)",PREVENT,CHOLSCREEN,5101000,51510202002,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200405,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,20.5,24.5,,,6744,"(38.8077581153, -77.131138421)",UNHBEH,LPA,5101000,51510200405,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.2,32.6,35.8,,,3777,"(38.8327439856, -77.1133333271)",UNHBEH,OBESITY,5101000,51510200105,Obesity
