Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008803,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,10.6,13.8,,,2037,"(38.9104297286, -76.9913365682)",HLTHOUT,PHLTH,1150000,11001008803,Physical Health
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001011000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.3,32.0,38.4,,,3715,"(38.8688417474, -77.0180491156)",PREVENT,COREW,1150000,11001011000,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004801,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,2.8,3.6,,,2143,"(38.9117400908, -77.0195319937)",HLTHOUT,CHD,1150000,11001004801,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009803,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,5.9,7.1,,,2758,"(38.8358693482, -77.0040831938)",HLTHOUT,CHD,1150000,11001009803,Coronary Heart Disease
2017,DC,District of C,Washington,City,BRFSS,Unhealthy Behaviors,1150000,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.2,16.0,16.4,,,601723,"(38.9099241426, -77.0147205666)",UNHBEH,CSMOKING,1150000,,Current Smoking
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001302,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.1,6.1,,,6857,"(38.9411658189, -77.0561258835)",HLTHOUT,PHLTH,1150000,11001001302,Physical Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001010800,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,10.1,11.8,,,6408,"(38.8973521338, -77.0446120467)",HLTHOUT,CASTHMA,1150000,11001010800,Current Asthma
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001000502,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,26.9,29.6,,,3189,"(38.928354735, -77.0595624327)",UNHBEH,SLEEP,1150000,11001000502,Sleep <7 hours
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009807,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.5,42.4,46.4,,,3072,"(38.8292134165, -77.0117531092)",UNHBEH,SLEEP,1150000,11001009807,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001901,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,6.2,6.7,,,4016,"(38.9646861836, -77.0236318265)",HLTHOUT,CANCER,1150000,11001001901,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001702,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.5,5.3,7.8,,,2644,"(38.9717869213, -77.016065966)",PREVENT,ACCESS2,1150000,11001001702,Health Insurance
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001010700,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.8,34.5,42.5,,,1838,"(38.9039989156, -77.0419808973)",PREVENT,COREM,1150000,11001010700,Core preventive services for older men
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002802,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,7.2,8.0,,,4277,"(38.9294302133, -77.0346297537)",HLTHOUT,DIABETES,1150000,11001002802,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.1,32.2,,,2911,"(38.8771309137, -76.987125306)",UNHBEH,OBESITY,1150000,11001007100,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001004201,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,69.2,67.6,70.8,,,3342,"(38.916207588, -77.0388456331)",PREVENT,CHECKUP,1150000,11001004201,Annual Checkup
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007601,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.1,30.1,36.5,,,4355,"(38.8715102905, -76.9799978917)",UNHBEH,LPA,1150000,11001007601,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007708,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.2,8.5,,,2486,"(38.8855369235, -76.9616033731)",HLTHOUT,CHD,1150000,11001007708,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007903,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.4,77.3,79.6,,,1774,"(38.8963838241, -76.9743348061)",PREVENT,BPMED,1150000,11001007903,Taking BP Medication
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007408,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.8,4.4,,,3038,"(38.8525727287, -76.9706854125)",HLTHOUT,KIDNEY,1150000,11001007408,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000100,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.7,8.4,,,4890,"(38.9060811983, -77.0607838311)",HLTHOUT,MHLTH,1150000,11001000100,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002801,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,12.0,13.5,,,3773,"(38.9349477555, -77.0345165596)",HLTHOUT,ARTHRITIS,1150000,11001002801,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001006802,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,84.3,82.7,85.4,,,2084,"(38.8831749899, -76.9814681769)",PREVENT,CHOLSCREEN,1150000,11001006802,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009508,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,33.9,32.8,34.9,,,3290,"(38.9538601473, -76.9984739959)",HLTHOUT,HIGHCHOL,1150000,11001009508,High Cholesterol
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001002002,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.0,13.5,18.6,,,3813,"(38.9525006088, -77.0310820002)",UNHBEH,CSMOKING,1150000,11001002002,Current Smoking
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007809,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.5,17.8,25.7,,,2922,"(38.9015403895, -76.9321953815)",PREVENT,COREW,1150000,11001007809,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004901,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,3.9,4.1,,,2087,"(38.9113297971, -77.0244761699)",HLTHOUT,CANCER,1150000,11001004901,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001001902,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,12.6,17.4,,,1969,"(38.9639666631, -77.0156075435)",UNHBEH,CSMOKING,1150000,11001001902,Current Smoking
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004300,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,1.7,2.1,,,3255,"(38.9168035115, -77.0341509587)",HLTHOUT,STROKE,1150000,11001004300,Stroke
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007703,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.8,80.7,82.9,,,5187,"(38.8861967598, -76.9475351599)",PREVENT,CHECKUP,1150000,11001007703,Annual Checkup
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001006700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,17.4,19.4,,,3775,"(38.8875982141, -76.989959719)",UNHBEH,OBESITY,1150000,11001006700,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000802,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.2,12.6,14.0,,,2869,"(38.9107719573, -77.087586174)",HLTHOUT,ARTHRITIS,1150000,11001000802,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009902,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,17.6,22.6,,,2905,"(38.8717864101, -76.9445537751)",UNHBEH,CSMOKING,1150000,11001009902,Current Smoking
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001402,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.9,27.6,35.4,,,2998,"(38.9606051096, -77.0630932091)",PREVENT,COREW,1150000,11001001402,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001002101,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.0,26.4,31.9,,,5309,"(38.9559130631, -77.0241320119)",UNHBEH,LPA,1150000,11001002101,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001000501,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,3.8,3.4,4.7,,,3376,"(38.9265863021, -77.0517211589)",PREVENT,ACCESS2,1150000,11001000501,Health Insurance
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008903,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,12.2,16.0,,,2633,"(38.9041111336, -76.9777112277)",HLTHOUT,MHLTH,1150000,11001008903,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004202,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.9,3.3,,,2771,"(38.9134044458, -77.0430359212)",HLTHOUT,DIABETES,1150000,11001004202,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009505,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.0,23.9,30.2,,,2630,"(38.9619641461, -77.00519921)",UNHBEH,LPA,1150000,11001009505,Physical Inactivity
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009700,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.8,44.8,48.7,,,3177,"(38.8340938046, -76.9897525071)",UNHBEH,SLEEP,1150000,11001009700,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001401,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.1,6.0,,,3078,"(38.965304177, -77.0706092225)",HLTHOUT,DIABETES,1150000,11001001401,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001002,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.6,1.4,1.8,,,3442,"(38.9384216789, -77.0788872939)",HLTHOUT,STROKE,1150000,11001001002,Stroke
2016,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002102,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.4,7.4,21.5,,,4648,"(38.9557853796, -77.0142358815)",HLTHOUT,TEETHLOST,1150000,11001002102,Teeth Loss
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001004801,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.2,26.4,27.9,,,2143,"(38.9117400908, -77.0195319937)",UNHBEH,BINGE,1150000,11001004801,Binge Drinking
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001003301,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.0,15.2,19.3,,,3198,"(38.9204186155, -77.0114616349)",UNHBEH,LPA,1150000,11001003301,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009902,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.1,42.7,45.3,,,2905,"(38.8717864101, -76.9445537751)",HLTHOUT,BPHIGH,1150000,11001009902,High Blood Pressure
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001003301,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,7.9,10.2,,,3198,"(38.9204186155, -77.0114616349)",HLTHOUT,MHLTH,1150000,11001003301,Mental Health
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009000,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.6,78.7,86.0,,,2732,"(38.9229021017, -76.9540208796)",PREVENT,MAMMOUSE,1150000,11001009000,Mammography
2017,DC,District of C,Washington,City,BRFSS,Health Outcomes,1150000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.0,27.9,28.0,,,601723,"(38.9099241426, -77.0147205666)",HLTHOUT,HIGHCHOL,1150000,,High Cholesterol
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001006801,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,24.6,26.2,,,1949,"(38.8877299699, -76.9801035038)",UNHBEH,BINGE,1150000,11001006801,Binge Drinking
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009503,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,84.7,84.2,85.2,,,2910,"(38.9434460988, -76.9845275919)",PREVENT,CHECKUP,1150000,11001009503,Annual Checkup
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009810,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.4,79.8,86.2,,,2507,"(38.8272004446, -77.0045793122)",PREVENT,MAMMOUSE,1150000,11001009810,Mammography
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001005600,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,18.1,19.8,,,6756,"(38.9002079893, -77.0538622585)",HLTHOUT,BPHIGH,1150000,11001005600,High Blood Pressure
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001008301,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.2,31.3,38.5,,,2279,"(38.8970373408, -77.0008008935)",PREVENT,COREW,1150000,11001008301,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009507,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,9.7,12.1,,,1489,"(38.958501286, -76.9977710356)",HLTHOUT,MHLTH,1150000,11001009507,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001005500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.4,11.0,11.9,,,6671,"(38.9076255443, -77.0492482515)",HLTHOUT,ARTHRITIS,1150000,11001005500,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001003301,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.7,4.1,,,3198,"(38.9204186155, -77.0114616349)",HLTHOUT,CANCER,1150000,11001003301,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007806,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,6.9,9.1,,,2347,"(38.9056038461, -76.932687989)",HLTHOUT,COPD,1150000,11001007806,COPD
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001401,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,2.0,2.2,,,3078,"(38.965304177, -77.0706092225)",HLTHOUT,KIDNEY,1150000,11001001401,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009508,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.7,12.6,14.8,,,3290,"(38.9538601473, -76.9984739959)",HLTHOUT,DIABETES,1150000,11001009508,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009801,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,22.3,25.0,,,1575,"(38.833834401, -76.9963776795)",HLTHOUT,ARTHRITIS,1150000,11001009801,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001005500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,17.7,19.3,,,6671,"(38.9076255443, -77.0492482515)",UNHBEH,OBESITY,1150000,11001005500,Obesity
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001008302,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,85.3,82.0,87.5,,,2206,"(38.8963061489, -76.9966527047)",PREVENT,DENTAL,1150000,11001008302,Dental Visit
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007503,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,75.8,74.5,77.1,,,2425,"(38.8639864249, -76.9869812788)",PREVENT,BPMED,1150000,11001007503,Taking BP Medication
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000202,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.4,4.1,,,5425,"(38.9061877176, -77.0696162292)",HLTHOUT,DIABETES,1150000,11001000202,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007903,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.0,10.0,12.2,,,1774,"(38.8963838241, -76.9743348061)",HLTHOUT,DIABETES,1150000,11001007903,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002001,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.0,10.2,11.9,,,2340,"(38.9593416105, -77.0359287407)",HLTHOUT,DIABETES,1150000,11001002001,Diabetes
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.8,71.0,78.4,,,4163,"(38.9367763097, -76.9742391991)",PREVENT,DENTAL,1150000,11001009400,Dental Visit
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001008803,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.5,39.2,43.6,,,2037,"(38.9104297286, -76.9913365682)",UNHBEH,SLEEP,1150000,11001008803,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002002,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.3,4.3,,,3813,"(38.9525006088, -77.0310820002)",HLTHOUT,STROKE,1150000,11001002002,Stroke
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009602,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.8,38.4,41.2,,,3280,"(38.9013311276, -76.9534288384)",HLTHOUT,BPHIGH,1150000,11001009602,High Blood Pressure
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009508,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.8,10.2,11.4,,,3290,"(38.9538601473, -76.9984739959)",HLTHOUT,CASTHMA,1150000,11001009508,Current Asthma
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001008001,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,20.5,22.7,,,2784,"(38.8961938656, -76.9866545148)",UNHBEH,OBESITY,1150000,11001008001,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009904,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.2,11.1,17.2,,,2243,"(38.8851565661, -76.9311361548)",PREVENT,ACCESS2,1150000,11001009904,Health Insurance
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009201,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3.0,3.5,,,1976,"(38.9287750097, -76.9989366771)",HLTHOUT,CHD,1150000,11001009201,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001010300,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.5,8.4,10.7,,,3187,"(38.9761415355, -77.0272135707)",HLTHOUT,PHLTH,1150000,11001010300,Physical Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008410,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,12.7,14.5,,,1489,"(38.9015530096, -76.9911172684)",HLTHOUT,ARTHRITIS,1150000,11001008410,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007304,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.4,10.9,16.4,,,3546,"(38.8408793676, -76.9851734491)",PREVENT,ACCESS2,1150000,11001007304,Health Insurance
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009508,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,29.1,32.2,,,3290,"(38.9538601473, -76.9984739959)",UNHBEH,OBESITY,1150000,11001009508,Obesity
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001008402,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.3,27.5,37.0,,,2149,"(38.8986055682, -76.9910793891)",PREVENT,COREM,1150000,11001008402,Core preventive services for older men
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004300,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.6,3.1,,,3255,"(38.9168035115, -77.0341509587)",HLTHOUT,CHD,1150000,11001004300,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001010900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.1,34.0,38.1,,,3211,"(38.8116201244, -77.0248889119)",UNHBEH,OBESITY,1150000,11001010900,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007504,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,26.7,35.0,,,2451,"(38.8610018457, -76.9794089411)",UNHBEH,CSMOKING,1150000,11001007504,Current Smoking
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001005001,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.8,70.9,72.7,,,1955,"(38.9119189388, -77.0295156072)",PREVENT,CHECKUP,1150000,11001005001,Annual Checkup
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001000701,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.8,86.4,88.9,,,4620,"(38.9295439603, -77.076667174)",PREVENT,PAPTEST,1150000,11001000701,Pap Smear Test
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001010500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.5,81.1,85.5,,,3410,"(38.8818415093, -77.0133613316)",PREVENT,MAMMOUSE,1150000,11001010500,Mammography
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001006804,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.5,15.1,19.9,,,3670,"(38.8878739778, -76.971276861)",HLTHOUT,MHLTH,1150000,11001006804,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001011000,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.5,31.4,,,3715,"(38.8688417474, -77.0180491156)",HLTHOUT,BPHIGH,1150000,11001011000,High Blood Pressure
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009508,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,9.9,12.5,,,3290,"(38.9538601473, -76.9984739959)",HLTHOUT,PHLTH,1150000,11001009508,Physical Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001006202,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,33,"(38.8805272496, -77.0353827912)",HLTHOUT,CASTHMA,1150000,11001006202,Current Asthma
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007301,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,2.0,2.1,,,3012,"(38.8407214661, -77.023048405)",HLTHOUT,CANCER,1150000,11001007301,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001010700,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.3,14.1,16.9,,,1838,"(38.9039989156, -77.0419808973)",UNHBEH,LPA,1150000,11001010700,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001006700,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,4.2,4.9,,,3775,"(38.8875982141, -76.989959719)",HLTHOUT,DIABETES,1150000,11001006700,Diabetes
